added_on,bathrooms,bedrooms,completion,furnishing,link,listing_id,listing_type,location,price,property_type,purpose,size_sqm,title
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A7%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D9%87-%D9%A8%D9%A5%D9%A1-%D9%85%D8%AA%D8%B1-%D8%A7%D8%B1%D8%B6-%D8%A7%D9%84%D8%AC%D9%88-%D8%A7%D9%84%D9%85%D8%B1%D8%AD%D9%84%D9%87-%D8%A7%D9%84%D8%A7%D9%88%D9%84%D9%89-a-ID120352331.html,ID120352331.html,For Sale,"Al Buraimi, Al Buraimi","OMR 12,200",,Sale,,ارض سكنيه - ٨٥١ متر - ارض الجو المرحله الاولى A
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D8%AE%D8%B7%D8%B7-%D8%B7%D9%8A%D9%85%D8%B3%D8%A7-1-ID129953121.html,ID129953121.html,For Sale,"Nizwa, Al Dakhiliya","OMR 8,900",,Sale,,للبيع ارض سكنية في مخطط طيمسا 1
,5,4,,,https://www.dubizzle.com.om/en/ad/stand-alone-villa-for-sale-direct-from-owner-ID130060882.html,ID130060882.html,For Sale,"Al Maabilah, Muscat","OMR 85,000",,Sale,596 SQM,"Stand Alone Villa for Sale, Direct from Owner"
,6,4,,,https://www.dubizzle.com.om/en/ad/%D9%85%D9%86%D8%B2%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AC%D8%AD%D9%84%D9%88%D8%AA%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-ID130423499.html,ID130423499.html,For Sale,"Al Amarat, Muscat","OMR 50,000",,Sale,300 SQM,منزل للبيع في جحلوت/العامرات
,,,,,https://www.dubizzle.com.om/en/ad/%D9%81%D8%B1%D8%B5%D8%AA%D9%83-%D8%A7%D9%84%D8%B0%D9%87%D8%A8%D9%8A%D8%A9-%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1-%D8%A3%D9%88-%D9%84%D8%A8%D9%86%D8%A7%D8%A1-%D9%85%D9%86%D8%B2%D9%84-%D8%A7%D9%84%D8%B9%D9%85%D8%B1-%D9%81%D9%8A-%D8%A8%D8%B1%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%B1%D9%85%D9%8A%D8%B3-ID130423443.html,ID130423443.html,For Sale,"Barka, Al Batinah","OMR 21,000",,Sale,,فرصتك الذهبية للاستثمار أو لبناء منزل العمر في بركاء – الرميس!
,,,,,https://www.dubizzle.com.om/en/ad/%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%B5%D8%AD%D8%A7%D8%B1-ID130062706.html,ID130062706.html,For Sale,"Sohar, Al Batinah","OMR 15,000",,Sale,,ولاية صحار
,,,,,https://www.dubizzle.com.om/en/ad/two-lands-together-in-wadi-al-arad2-sohar-ID120771092.html,ID120771092.html,For Sale,"Sohar, Al Batinah","OMR 10,900",,Sale,,"Two Lands Together in Wadi Al Arad2, Sohar"
,,,,,https://www.dubizzle.com.om/en/ad/warehouse-in-rusayl-industerial-%D9%85%D8%B3%D8%AA%D9%88%D8%AF%D8%B9-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D8%B3%D9%8A%D9%84-%D8%A7%D9%84%D8%B5%D9%86%D8%A7%D8%B9%D9%8A%D8%A9-ID130423350.html,ID130423350.html,For Sale,"Al Rusayl, Muscat","OMR 120,000",,Sale,,Warehouse in Rusayl Industerial - مستودع في مدينة الرسيل الصناعية
,4,3,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D8%AF%D9%88%D8%B1%D8%A7%D8%AA-%D8%A7%D8%B1%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AE%D9%84%D9%81-%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%85%D9%86%D8%A9-%D9%82%D8%B1%D9%8A%D8%A8-%D9%85%D9%86-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%B3%D9%84%D8%B7%D8%A7%D9%86-%D9%87%D9%8A%D8%AB%D9%85-ID130423185.html,ID130423185.html,For Sale,"Barka, Al Batinah","OMR 48,999",,Sale,271 SQM,فيلا دورات ارضي للبيع خلف المعبيلة الثامنة قريب من مدينة سلطان هيثم
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%83-%D8%A7%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9-%D8%A7%D9%84%D8%A7%D9%85%D8%AA%D8%AF%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D9%88%D9%84-92547231-ID128679072.html,ID128679072.html,For Sale,"Al Amarat, Muscat","OMR 10,000",,Sale,,للبيع من المالك ارض سكنية في مدينة النهضة الامتداد الاول 92547231
,,,,,https://www.dubizzle.com.om/en/ad/%D9%85%D8%AD%D9%84-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID129201757.html,ID129201757.html,For Sale,"Al Maabilah, Muscat","OMR 26,000",,Sale,,محل تجاري للبيع
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A8%D9%86%D8%A7%D9%8A%D8%A9-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID129198212.html,ID129198212.html,For Sale,"Sur, Al Sharqiya","OMR 63,000",,Sale,,بناية تجارية للبيع
,4,3,,,https://www.dubizzle.com.om/en/ad/luxurious-prime-muscat-location-sea-view-ID130423072.html,ID130423072.html,For Sale,"Muscat - Other, Muscat","OMR 419,536.61",,Sale,184 SQM,Luxurious | Prime Muscat Location | Sea View
,4,3,,,https://www.dubizzle.com.om/en/ad/prime-muscat-location-sea-view-luxurious-ID130423034.html,ID130423034.html,For Sale,"Muscat - Other, Muscat","OMR 419,536.61",,Sale,184 SQM,Prime Muscat Location | Sea View | Luxurious
,,,,,https://www.dubizzle.com.om/en/ad/building-demolition-work-ID111758957.html,ID111758957.html,For Sale,"Al Khuwair, Muscat","OMR 7,860",,Sale,,Building demolition work
,,,,,https://www.dubizzle.com.om/en/ad/small-road-construction-and-parking-area-ID104546211.html,ID104546211.html,For Sale,"Al Khuwair, Muscat",OMR 786,,Sale,,Small Road construction and parking area
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A7%D8%B1%D8%B6-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D8%AF%D8%A7%D9%88%D9%87-%D8%AD%D9%8A%D9%81%D8%B8-ID129812598.html,ID129812598.html,For Sale,"Qurayyat, Muscat","OMR 7,500",,Sale,,ارض للبيع مداوه حيفظ
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A7%D8%B1%D8%B6-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B4%D8%A7%D8%B7%D9%8A-%D9%82%D8%B1%D9%8A%D8%A7%D8%AA-%D9%82%D8%B1%D9%8A%D8%A8-%D8%B4%D8%A7%D8%B1%D8%B9-ID129293808.html,ID129293808.html,For Sale,"Qurayyat, Muscat","OMR 12,000",,Sale,,ارض للبيع شاطي قريات قريب شارع
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A7%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%B1%D8%B3%D8%AA%D8%A7%D9%82-%D9%81%D9%8A-%D8%A7%D9%84%D8%AD%D8%B2%D9%85-%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%89-%D9%85%D8%B3%D8%A7%D8%AD%D9%87-762-%D8%B1%D9%82%D9%85-391-ID126673879.html,ID126673879.html,For Sale,"Al Rustaq, Al Batinah","OMR 15,200",,Sale,,ارض سكني ولاية الرستاق في الحزم الأولى مساحه 762. . رقم 391
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A8%D9%86%D8%A7%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D9%85%D9%8A-ID130154475.html,ID130154475.html,For Sale,"Al Buraimi, Al Buraimi","OMR 85,000",,Sale,,بناية للبيع البريمي
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A8%D8%B3%D9%85-%D8%A7%D9%84%D9%84%D9%87-%D8%A7%D8%B1%D8%B6-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%86%D8%AE%D9%84-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%A7%D8%A8%D9%8A%D8%B6-%D8%A7%D9%84%D8%AE%D8%B8%D9%85-%D8%A7%D9%84%D9%85%D8%B1%D8%A8%D8%B9-4-%D8%B1%D9%82%D9%85-%D8%A7%D9%84%D9%82%D8%B7%D8%B9%D9%87-16%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-ID129360895.html,ID129360895.html,For Sale,"Nakhl, Al Batinah","OMR 8,500",,Sale,,بسم الله ارض للبيع  نخل منطقة الابيض الخظم المربع 4 رقم القطعه 16مساحة
,7,6,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%84%D9%87-%D9%883-%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-ID130088024.html,ID130088024.html,For Sale,"Al Amarat, Muscat","OMR 85,000",,Sale,650 SQM,فله و3 شقق للبيع في العامرات
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A8%D9%8A%D8%AA-%D8%A7%D9%84%D9%81%D9%84%D8%AC-%D8%A8%D9%86%D8%A7%D9%8A%D9%87-%D9%81%D9%86%D8%AF%D9%82%D9%8A%D9%87-%D9%85%D8%B7%D9%84%D9%88%D8%A8-250-%D8%A7%D9%84%D9%81-%D8%B5%D8%A7%D9%81%D9%8A-%D9%84%D9%84%D9%85%D8%A7%D9%84%D9%83-ID129646353.html,ID129646353.html,For Sale,"Mutrah, Muscat","OMR 250,000",,Sale,,بيت الفلج بنايه فندقيه مطلوب 250 الف صافي للمالك
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A7%D8%B1%D8%B6-%D8%B3%D9%8A%D8%A7%D8%AD%D9%8A%D9%87-%D8%A7%D9%84%D8%B3%D9%8A%D8%A8-%D9%85%D8%B7%D9%84%D9%88%D8%A8-2-%D9%85%D9%84%D9%8A%D9%88%D9%86-ID129248124.html,ID129248124.html,For Sale,"Al Seeb, Muscat","OMR 2,000",,Sale,,ارض سياحيه السيب مطلوب 2 مليون
,3,3,,,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AD%D8%AC-ID130422026.html,ID130422026.html,For Sale,"Al Amarat, Muscat","OMR 25,000",,Sale,106 SQM,شقة للبيع العامرات المحج
,,,,,https://www.dubizzle.com.om/en/ad/%D9%81%D8%B1%D8%B5%D9%87-%D8%A7%D8%B1%D8%B6-%D9%83%D8%A8%D9%8A%D8%B1%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B7%D9%8A%D9%85%D8%B3%D8%A7-1-%D9%86%D8%B2%D9%88%D9%89-ID129338953.html,ID129338953.html,For Sale,"Nizwa, Al Dakhiliya","OMR 9,000",,Sale,,فرصه ارض كبيره للبيع في طيمسا 1 نزوى
,,,,,https://www.dubizzle.com.om/en/ad/%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D8%A9-%D9%88%D8%A8%D8%B1%D9%83%D8%A7%D8%A1-ID130421857.html,ID130421857.html,For Sale,"Al Amarat, Muscat","OMR 5,000",,Sale,,مطلوب أراضي في العامرات والمعبيلة وبركاء
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%8A%D9%86%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%88%D8%A7%D8%AF%D9%8A-%D8%B3%D9%85%D9%8A%D8%B7-ID130421849.html,ID130421849.html,For Sale,"Nizwa, Al Dakhiliya","OMR 46,000",,Sale,,أرض سكينة للبيع وادي سميط
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A8%D9%86%D8%A7%D9%8A%D8%A9-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%A7%D9%84%D8%AE%D9%88%D8%B6-ID129609750.html,ID129609750.html,For Sale,"Al Khoud, Muscat","OMR 150,000",,Sale,,بناية سكنية للبيع بالخوض
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A7%D8%B1%D8%B6-%D9%85%D8%B3%D8%AA%D9%88%D9%8A%D8%A9-%D8%AA%D9%85%D8%A7%D9%85%D8%A7-ID130421829.html,ID130421829.html,For Sale,"Al Amarat, Muscat","OMR 31,000",,Sale,,ارض مستوية تماما
,,,,,https://www.dubizzle.com.om/en/ad/mobile-phones-and-computers-shop-for-sale-ID130421807.html,ID130421807.html,For Sale,"Al Khoud, Muscat","OMR 8,000",,Sale,,Mobile phones and Computers Shop for sale
,,,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%86%D8%A7%D8%AF%D9%82-%D9%88%D9%85%D9%86%D8%AA%D8%AC%D8%B9%D8%A7%D8%AA-%D8%B3%D9%8A%D8%A7%D8%AD%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-hotels-and-tourist-resorts-for-sale-ID129245001.html,ID129245001.html,For Sale,"Al Khuwair, Muscat","OMR 1,000,000",,Sale,,"فنادق ومنتجعات سياحية للبيع / ""Hotels and tourist resorts for sale. """
,9,9,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D8%B1%D8%A7%D9%82%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D8%A7%D9%84%D8%AE%D9%88%D8%B6-%D8%A8%D8%AC%D8%A7%D9%86%D8%A8-%D9%85%D8%B1%D9%83%D8%B2-%D8%B5%D8%AD%D9%8A-%D8%A7%D9%84%D8%AE%D9%88%D8%B6-ID130421751.html,ID130421751.html,For Sale,"Al Khoud, Muscat","OMR 130,000",,Sale,603 SQM,فيلا راقية للبيع / فالخوض بجانب مركز صحي الخوض
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A7%D8%B1%D8%B6-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B3%D9%83%D9%86%D9%8A%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D9%86%D9%87%D8%B6%D9%87-%D8%A7%D9%84%D8%A7%D9%85%D8%AA%D8%AF%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D9%88%D9%84-ID130421581.html,ID130421581.html,For Sale,"Al Amarat, Muscat","OMR 8,800",,Sale,,ارض للبيع سكنيه في العامرات مدينة النهضه الامتداد الاول
,5,6,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D9%85%D9%86%D9%81%D8%B5%D9%84%D8%A9-400-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%84%D8%AD-ID128248307.html,ID128248307.html,For Sale,"Al Mawaleh, Muscat","OMR 117,000",,Sale,275 SQM,فيلا منفصلة 400 الموالح
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D9%82%D8%B1%D9%8A%D8%AD%D8%A9-%D8%A7%D9%84%D8%B7%D8%A7%D9%88%D9%88%D8%B3-%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%A8%D8%B1%D9%83%D8%A7%D8%A1-ID130310369.html,ID130310369.html,For Sale,"Barka, Al Batinah","OMR 5,150",,Sale,,أرض سكنية للبيع القريحة الطاووس ولاية بركاء
,4,3,,,https://www.dubizzle.com.om/en/ad/%D9%85%D9%86%D8%B2%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%A8%D8%B1%D9%83%D8%A7%D8%A1-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%AF%D9%8A-%D9%81%D8%B1%D8%B5%D8%A9-%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9-%D8%AC%D8%AF%D8%A7-ID129994024.html,ID129994024.html,For Sale,"Barka, Al Batinah","OMR 47,500",,Sale,271 SQM,"منزل للبيع . . بولاية بركاء  منطقة الحرادي فرصة مناسبة جدا"""
,,,,,https://www.dubizzle.com.om/en/ad/%D8%B3%D8%A7%D8%B1%D8%B9-%D8%A8%D8%A7%D9%84%D8%AD%D8%AC%D8%B2-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D8%B1%D8%B6-%D8%B2%D8%B1%D8%A7%D8%B9%D9%8A%D9%87-%D8%B1%D8%AE%D9%8A%D8%B5%D9%87-%D9%81%D9%8A-%D8%A8%D8%B1%D9%83%D8%A7%D8%A1-ID130421508.html,ID130421508.html,For Sale,"Barka, Al Batinah","OMR 95,000",,Sale,,سارع بالحجز للبيع ارض زراعيه رخيصه في بركاء
,,,,,https://www.dubizzle.com.om/en/ad/%D9%81%D8%B1%D8%B5%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D9%83%D8%A8%D9%8A%D8%B1%D9%87-ID130421507.html,ID130421507.html,For Sale,"Qurayyat, Muscat","OMR 45,000",,Sale,,فرصة للبيع ارض سكنية بمساحة كبيره
,5,5,,,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%8A%D9%84%D8%A7-%D8%B1%D8%A7%D9%82%D9%8A%D8%A9-%D8%AC%D8%AF%D8%A7-%D8%AE%D9%84%D9%81-%D8%A7%D9%84%D9%86%D8%B3%D9%8A%D9%85-ID130335563.html,ID130335563.html,For Sale,"Barka, Al Batinah","OMR 77,000",,Sale,300 SQM,توين فيلا راقية جدا خلف النسيم
,5,5,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-vip-%D9%85%D9%86%D8%B7%D9%82%D9%87-%D9%87%D8%A7%D8%AF%D8%A6%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A%D9%87-%D9%88%D9%82%D8%B1%D9%8A%D8%A8%D9%87-%D9%85%D9%86-%D8%A7%D9%84%D8%AE%D8%B7-%D8%A7%D9%84%D8%B3%D8%B1%D9%8A%D8%B9-ID129335618.html,ID129335618.html,For Sale,"Al Maabilah, Muscat","OMR 120,000",,Sale,900 SQM,فيلا vip منطقه هادئه في المعبيلة الجنوبيه وقريبه من الخط السريع
,7,6,,,https://www.dubizzle.com.om/en/ad/%D8%AC%D8%B2%D8%A1-%D9%85%D9%86-%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%8A%D9%84%D8%A7-%D9%85%D9%86%D9%81%D8%B5%D9%84%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3%D8%A9-ID129776652.html,ID129776652.html,For Sale,"Al Amarat, Muscat","OMR 63,000",,Sale,650 SQM,جزء من توين فيلا منفصلة للبيع في العامرات الخامسة
,6,4,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D8%AD%D8%AF%D9%89-%D8%A7%D9%84%D8%AA%D9%88%D9%8A%D9%86-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%83-%D8%B9%D8%AA%D9%83%D9%8A%D8%A9-%D8%B5%D9%86%D8%A7%D8%B9%D9%8A%D8%A9-%D9%82%D8%A7%D8%A8%D9%84-%D9%84%D9%84%D8%AA%D9%81%D8%A7%D9%88%D8%B6-ID129919383.html,ID129919383.html,For Sale,"Al Amarat, Muscat","OMR 57,000",,Sale,300 SQM,فيلا للبيع احدى التوين مباشر من المالك عتكية صناعية قابل للتفاوض
,2,1,,,https://www.dubizzle.com.om/en/ad/muscat-bay-zen-residence-studio-downpayment-29085-ID130221608.html,ID130221608.html,For Sale,"Qantab, Muscat","OMR 67,000",,Sale,58.44 SQM,"muscat bay zen residence studio  downpayment 29,085"
,,,,,https://www.dubizzle.com.om/en/ad/%D9%85%D9%83%D8%AA%D8%A8-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D9%88%D8%A7%D8%AC%D9%87%D9%87-%D8%A7%D9%85%D8%A7%D9%85%D9%8A%D9%87-%D8%B9%D9%84%D9%89-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D9%85%D9%88%D8%AC-%D9%88%D9%82%D8%B1%D9%8A%D8%A8-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%B7%D8%A7%D8%B1-%D9%88%D9%85%D8%AF%D9%8A%D9%86%D9%87-%D8%A7%D9%84%D9%85%D9%88%D8%AC-ID130408892.html,ID130408892.html,For Sale,"The Wave (Almouj), Muscat","OMR 75,000",,Sale,,مكتب للبيع بواجهه اماميه على شارع الموج وقريب من المطار ومدينه الموج
,5,4,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D9%85%D9%86-%D9%A3-%D8%B4%D9%82%D9%82-%D9%88%D8%A7%D8%B3%D8%B9%D8%A9-ID128363476.html,ID128363476.html,For Sale,"Al Hail, Muscat","OMR 146,000",,Sale,200 SQM,فيلا من ٣ شقق واسعة
,,,,,https://www.dubizzle.com.om/en/ad/very-good-land-big-ID129893793.html,ID129893793.html,For Sale,"Bosher, Muscat",OMR 195,,Sale,,very good land big
,,,,,https://www.dubizzle.com.om/en/ad/al-ansab-phese-1-ID129522924.html,ID129522924.html,For Sale,"Bosher, Muscat","OMR 170,000",,Sale,,Al ansab phese 1
,1,Studio,,,https://www.dubizzle.com.om/en/ad/1-bhk-furnished-apartment-the-links-muscat-hills-lifetime-residency-ID130421119.html,ID130421119.html,For Sale,"Muscat Hills, Muscat","OMR 58,000",,Sale,49 SQM,1 BHK Furnished apartment The Links Muscat Hills (Lifetime Residency)
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A8%D9%8A%D8%AA-%D8%A8%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2-%D9%88%D9%85%D8%B1%D8%AA%D9%81%D8%B9-%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D9%85-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID130421070.html,ID130421070.html,For Sale,"Qurum, Muscat","OMR 2,900,000",,Sale,,بيت بموقع ممتاز ومرتفع بالقرم للبيع
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D8%B1%D8%B6-%D9%81%D9%8A-%D8%A8%D8%B1%D9%83%D8%A7%D8%A1-%D8%AD%D9%8A-%D8%B9%D8%A7%D8%B5%D9%85-%D8%B3%D9%88%D8%A8%D8%B1-%D9%83%D9%88%D8%B1%D9%86%D8%B1-ID130064556.html,ID130064556.html,For Sale,"Barka, Al Batinah","OMR 26,000",,Sale,,للبيع ارض في بركاء حي عاصم سوبر كورنر
,3,4,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%84%D9%87-%D8%B7%D8%A7%D8%A8%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID129412966.html,ID129412966.html,For Sale,"Al Amarat, Muscat","OMR 38,000",,Sale,700 SQM,فله طابق للبيع
,6,4,,,https://www.dubizzle.com.om/en/ad/%D9%85%D9%86%D8%B2%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D8%AF%D8%B3%D8%B1pa-ID129388948.html,ID129388948.html,For Sale,"Sumail, Al Dakhiliya","OMR 48,000",,Sale,400 SQM,منزل للبيع الدسرPA
,1,1,,,https://www.dubizzle.com.om/en/ad/sea-and-marina-view-almouj-ID130420774.html,ID130420774.html,For Sale,"The Wave (Almouj), Muscat","OMR 79,000",,Sale,85.37 SQM,sea and marina view almouj
,6,6,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%84%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%B1%D8%AD%D8%A8%D8%A9-%D9%85%D9%82%D8%A7%D8%A8%D9%84-%D9%85%D8%AD%D8%B7%D8%A9-%D8%A7%D9%84%D8%AA%D9%86%D8%A7%D9%83%D8%B1-ID129613903.html,ID129613903.html,For Sale,"Al Amarat, Muscat","OMR 66,000",,Sale,300 SQM,فلة طابقين على شارع الرحبة مقابل محطة التناكر
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A8%D8%B1%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D9%86%D9%87%D8%B6%D9%87-%D8%A7%D9%84%D9%85%D8%B1%D8%AD%D9%84%D8%A9-%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%89-%D8%A7%D9%84%D8%B3%D9%88%D8%A7%D8%AF%D9%8A-%D8%AC%D9%86%D9%88%D8%A8-ID130034523.html,ID130034523.html,For Sale,"Barka, Al Batinah","OMR 6,700",,Sale,,بركاء النهضه المرحلة الأولى السوادي جنوب،،،
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A7%D9%84%D9%85%D8%B5%D9%86%D8%B9%D8%A9-ID130420582.html,ID130420582.html,For Sale,"Al Masn'a, Al Batinah","OMR 41,750",,Sale,,المصنعة
